,Loss,Acc
0,0.6809498574675583,0.6483180428134556
1,0.6689342654332882,0.6773700305810397
2,0.6440366166393932,0.6804281345565749
3,0.6132860683813328,0.6391437308868502
4,0.5670688489588296,0.7553516819571865
5,0.5283276855945587,0.7370030581039755
6,0.5170069051951897,0.4847094801223242
7,0.5169790140012416,0.7737003058103975
8,0.48862656514819075,0.7507645259938838
9,0.46097985571477473,0.7155963302752294
10,0.46451437335188794,0.7935779816513762
11,0.46030843832143925,0.7660550458715596
12,0.44160483573994985,0.8149847094801224
13,0.4442977009023108,0.6437308868501529
14,0.42909002006053926,0.5474006116207951
15,0.42394667703930927,0.7691131498470948
16,0.41543232246143064,0.7446483180428135
17,0.41719703928726476,0.8669724770642202
18,0.4035188176283022,0.8211009174311926
19,0.38821060606619207,0.8119266055045872
20,0.40025467327455194,0.8623853211009175
21,0.38496083508177503,0.8486238532110092
22,0.39475106938583093,0.7201834862385321
23,0.38286546664993937,0.8348623853211009
24,0.37010680509776606,0.8012232415902141
25,0.3705765317126018,0.8287461773700305
26,0.37038736205275463,0.8287461773700305
27,0.3596291029235212,0.6024464831804281
28,0.35205010190242675,0.8180428134556575
29,0.34806609844289177,0.7706422018348624
