,Loss,Acc
0,0.7015423634648323,0.5427682737169518
1,0.68667239934206,0.5427682737169518
2,0.6498844157159328,0.6360808709175739
3,0.5998266129195691,0.6749611197511665
4,0.5775913579761982,0.6625194401244168
5,0.5334907418489456,0.7838258164852255
6,0.5151886940002441,0.807153965785381
7,0.48920729517936706,0.8164852255054432
8,0.47357438161969184,0.8398133748055988
9,0.45423082806169984,0.8227060653188181
10,0.4513833264261484,0.8413685847589425
11,0.42491384871304033,0.8553654743390358
12,0.42258334025740624,0.8413685847589425
13,0.41603212125599387,0.8740279937791602
14,0.41771788731217385,0.8724727838258165
15,0.400289846137166,0.8864696734059098
16,0.4036369769275188,0.8678071539657853
17,0.39331963889300825,0.8693623639191291
18,0.3939468183368444,0.8818040435458787
19,0.3850883547961712,0.8662519440124417
20,0.3907483096420765,0.8569206842923794
21,0.38541169427335265,0.8320373250388803
22,0.39064804814755916,0.8615863141524106
23,0.3776784124597907,0.8849144634525661
24,0.3759285882115364,0.9004665629860031
25,0.3644444266706705,0.8973561430793157
26,0.3669619754701853,0.8833592534992224
27,0.3661219410225749,0.8553654743390358
28,0.361799186244607,0.8895800933125972
29,0.3490777837857604,0.8926905132192846
