,Loss,Acc
0,0.710057120025158,0.5287713841368584
1,0.7044854253530503,0.5536547433903577
2,0.6823011380434036,0.6423017107309487
3,0.659497309923172,0.7309486780715396
4,0.630842577368021,0.702954898911353
5,0.597044898122549,0.702954898911353
6,0.5654047836363315,0.8180404354587869
7,0.5550577493011951,0.7776049766718507
8,0.5233371745049954,0.833592534992224
9,0.49740088135004046,0.8584758942457231
10,0.4935364302247763,0.8491446345256609
11,0.4650414977222681,0.8506998444790047
12,0.4464272831380367,0.8398133748055988
13,0.45680065363645556,0.8662519440124417
14,0.44253149308264256,0.8569206842923794
15,0.4453997547179461,0.8724727838258165
16,0.43881648890674113,0.8755832037325039
17,0.42053505562245846,0.8320373250388803
18,0.43236916095018385,0.8444790046656299
19,0.4129358643293381,0.838258164852255
20,0.4203566451370716,0.8631415241057543
21,0.40926669582724573,0.8740279937791602
22,0.42008777156472205,0.8444790046656299
23,0.40643701538443566,0.8895800933125972
24,0.40462210550904276,0.8522550544323484
25,0.3996149529516697,0.8724727838258165
26,0.40058546751737595,0.8755832037325039
27,0.4034272861480713,0.8818040435458787
28,0.39263133443892,0.8709175738724728
29,0.39353105768561364,0.864696734059098
